premise,choice1,choice2,label,loss_choice1,loss_choice2,pred
Il ragazzo pizzicò il gomito della ragazza.,Lei scrollò le spalle.,Lei ritrasse il braccio di scatto.,1,3.753667116165161,3.6364567279815674,1.0
Chiesi consiglio al mio amico.,Stimavo la sua opinione.,Sapevo di aver ragione.,0,4.778751373291016,4.483561992645264,1.0
Il ragazzo camminò nel fango.,Il fango si attaccò alle sue scarpe.,Il fango lo colpì in faccia.,0,3.671795606613159,3.873347520828247,0.0
Sulla città si depositarono svariati centimetri di neve.,Le scuole chiusero.,La gente si nascose sottoterra.,0,3.8454372882843018,3.891502857208252,0.0
Il turno dell'impiegato era finito.,Andò a casa per quel giorno.,Minacciò di licenziarsi.,0,4.758519649505615,4.281991481781006,1.0
L'albero danneggiò la casa.,L'albero era caduto sul tetto.,L'albero faceva ombra sul giardino.,0,4.152740001678467,4.0821990966796875,1.0
Il legno si spaccò a metà.,Avevo impilato il legno nel camino.,Avevo fatto scendere un colpo d'ascia sul legno.,1,4.207540035247803,3.910240411758423,1.0
La famiglia fece le sue congratulazioni alla coppia.,La coppia aveva annunciato che si stavano separando.,La coppia aveva annunciato che stavano avando un bambino.,1,3.69277024269104,3.6521294116973877,1.0
La ragazza aveva inviato al ragazzo un biglietto di S. Valentino.,Lui le piaceva.,Lei lo aveva baciato.,0,3.9666504859924316,3.836379289627075,1.0
Annuii all'affermazione del mio amico.,Ero confuso.,Ero d'accordo con lui.,1,4.6689958572387695,4.16475248336792,1.0
Gli amici lanciarono una moneta.,Volevano trovare un compromesso.,Volevano prendere la decisione giusta.,1,4.235579967498779,4.0330986976623535,1.0
Il timer aveva suonato in cucina.,L'uomo scaricò la spesa nel frigorifero.,L'uomo tirò fuori la pizza dal forno.,1,3.8460569381713867,3.936511993408203,0.0
La donna stabilì un obiettivo ambizioso.,Ha battuto la fiacca.,Ha lavorato duramente.,1,4.554626941680908,4.320900917053223,1.0
L'uomo ricco morì di vecchiaia.,Suo figlio finì in qualche problema legale.,Suo figlio ereditò la sua fortuna.,1,4.115191459655762,3.745220184326172,1.0
La donna calpestò le fiamme.,Le fiamme si spensero.,Del fumo si alzò dalle fiamme.,0,3.904707670211792,3.95965313911438,0.0
La macchina della donna era dal meccanico.,Le era stata ritirata la patente.,Era finita in un incidente.,1,4.422181129455566,4.497336387634277,0.0
Mi riaddormentai dopo la sveglia.,Preparai la colazione.,Saltai la colazione.,1,4.477342128753662,4.601316452026367,0.0
La figura pubblica uscì dalla limousine.,Delle macchine fotografiche lo accecarono coi flash.,La sua famiglia partecipò alla conferenza stampa.,0,4.38704252243042,4.440037727355957,0.0
La donna si trattenne nella vasca.,L'acqua del bagno divenne tiepida.,La vasca si prosciugò dell'acqua da bagno.,0,4.031042575836182,4.198154926300049,0.0
Lo studente universitario voleva incontrare altri studenti nel campus.,Si unì a una confraternita.,Si laureò in ingegneria.,0,3.9412450790405273,3.8761885166168213,1.0
Sollevai i cuscini del divano.,Cercavo monetine.,Stavo risistemando il salotto.,0,4.909788608551025,4.689419746398926,1.0
La vespa volò verso il ragazzo.,Il ragazzo corse via.,Il ragazzo raccolse un fiore.,0,4.2752766609191895,4.1531596183776855,1.0
La donna fu incriminata per un reato minore.,Fu condannata a svolgere dei servizi sociali.,Fu messa nel braccio della morte.,0,3.867892265319824,4.245674133300781,0.0
Mischiai dello zucchero nel tè caldo.,Il tè fumava.,Lo zucchero si sciolse.,1,4.827851295471191,4.526733875274658,1.0
Il veterano camminava zoppo.,Era stato arruolato per la guerra.,Si era infortunato in battaglia.,1,4.579690933227539,4.425350189208984,1.0
Il criminale sfuggì alla polizia.,La polizia si prese cura della vittima.,La polizia inseguì il criminale.,1,3.937159538269043,3.593151330947876,1.0
Il laptop non si accendeva.,L'avevo fatto cadere.,L'avevo caricato.,0,4.615192413330078,4.5086870193481445,1.0
La donna esaurì lo spazio nel suo armadio.,Aveva acquistato un ampio guardaroba.,Aveva piegato il bucato.,0,3.9004287719726562,4.066587448120117,0.0
L'uomo aveva il cuore spezzato.,La moglie aveva partorito.,La moglie l'aveva lasciato.,1,4.036118507385254,3.6558966636657715,1.0
L'uomo ottenne un diploma.,Divenne qualificato per il lavoro che voleva.,La sua offerta di lavoro fu ritirata.,0,3.9396090507507324,4.134223461151123,0.0
La voce dell'uomo si diffuse chiaramente per l'intero auditorio.,Salutò il pubblico.,Parlò nel microfono.,1,3.869567632675171,3.9215946197509766,0.0
Gettai una moneta nell'acqua della fontana.,La moneta si posò sul fondo.,La moneta si ruppe a metà.,0,4.445967674255371,4.417911529541016,1.0
Il giocatore colpì la palla verso la buca.,La palla finì in buca.,La palla ripiegò indietro verso il giocatore.,0,3.7719578742980957,3.6784048080444336,1.0
Inspirai la polvere in mansarda.,Ebbi il singhiozzo.,Starnutii.,1,4.807142734527588,5.238851547241211,0.0
Il cassiere del negozio chiamò la sicurezza.,Il cliente aveva usato denaro contraffatto.,Il cliente aveva lasciato i fari accesi.,0,3.8043372631073,3.9423580169677734,0.0
Portai fuori la spazzatura.,La spazzatura faceva puzzare la cucina.,Buttai via accidentalmente la mia lista della spesa.,0,4.531655311584473,5.042916297912598,0.0
La famiglia andò allo zoo.,I bambini ammirarono gli animali.,I bambini diedero la caccia agli animali.,0,4.019728183746338,3.9326424598693848,1.0
Il respiro dell'uomo era affannoso.,Aveva un'insufficienza renale.,Aveva una congestione polmonare.,1,3.7577569484710693,3.7375738620758057,1.0
Avevo un biglietto in più per il concerto.,Chiesi al mio amico le indicazioni per la sala.,Chiesi al mio amico se era interessato a venire.,1,3.6748476028442383,3.476810932159424,1.0
Il condizionatore dentro casa si era rotto.,Tirai fuori le coperte.,Aprii le finestre.,1,4.376743793487549,4.741391658782959,0.0
Al ragazzo doleva la schiena.,Il suo zaino era aperto.,Il suo zaino era pesante.,1,4.6233086585998535,4.510654926300049,1.0
Comprai un regalo a mia madre.,Le preparai una torta.,Era il suo compleanno.,1,4.510606288909912,4.5310516357421875,0.0
I narcisi nel giardino erano stati distrutti.,Un'ape aveva punto il giardiniere.,Degli scoiattoli avevano dissotterrato i bulbi.,1,4.538307189941406,3.8918542861938477,1.0
Strofinai il fiammifero.,La fiamma si estinse.,Il fiammifero produsse una fiamma.,1,4.684833526611328,4.182468891143799,1.0
Le parti della controversia raggiunsero un'intesa.,Non volevano discutere in tribunale.,Volevano risanare i loro rapporti personali.,0,4.295902729034424,4.3076910972595215,0.0
I bambini furono mandati in orfanotrofio.,I loro genitori erano morti.,I loro genitori li avevano viziati.,0,3.604555130004883,3.6796584129333496,0.0
Il meteorite atterrò nell'oceano.,Si verificò uno tsunami.,Iniziò a grandinare.,0,4.1859211921691895,4.299776077270508,0.0
L'escursionista incontrò un serpente velenoso.,Si disidratò.,Andò in panico.,1,4.035902976989746,3.8412506580352783,1.0
Il forno diventò bollente.,Avevo accesso il forno.,Avevo messo il piatto in forno.,0,4.803747653961182,4.319846153259277,1.0
Spremetti lo spicchio di limone.,Il limone ammuffì.,Il limone si spruzzò.,1,4.490389823913574,4.575582981109619,0.0
La nazione scoprì un nuovo territorio.,La nazione abbandonò il territorio.,La nazione colonizzò il territorio.,1,4.294797897338867,4.361583232879639,0.0
Il bicchiere si rovesciò dal tavolo.,Si frantumò su tutto il pavimento.,Atterrò su un mucchio di stracci.,0,3.6973142623901367,3.456674814224243,1.0
Il tavolo oscillava.,Il pavimento era irregolare.,Il pavimento era scivoloso.,0,4.5102362632751465,4.335777759552002,1.0
Il padre colse il figlio a mentire.,Suo figlio confessò la verità.,Il padre si fidò del figlio.,0,4.343230247497559,4.5839409828186035,0.0
La testa dell'uomo pulsava di dolore.,Prese lo sciroppo per la tosse.,Prese l'aspirina.,1,3.823735475540161,3.935107469558716,0.0
Il treno rallentò.,Si avvicinava alla stazione.,Era in ritardo sulla tabella di marcia.,0,4.167932510375977,4.05120325088501,1.0
L'uomo passò attraverso una terapia.,Aveva casi di malattie mentali in famiglia.,Gli era stata diagnosticata la depressione.,1,4.108352184295654,4.10643196105957,1.0
La donna si afferrò la gola.,Aveva ingoiato del cibo.,Si era strozzata con il cibo.,1,4.078393936157227,4.4077677726745605,0.0
La donna aveva la gola infiammata.,La sua voce suonava rauca.,Parlava con un po' di accento.,0,4.226710796356201,4.271251678466797,0.0
Il cane adocchiò la bistecca succulenta in tavola.,Sbavò.,Si sdraiò.,0,4.2596940994262695,4.236416816711426,1.0
Gli affari della donna avevano successo.,Licenziò i suoi impiegati.,Diventò ricca.,1,4.383782386779785,4.673773765563965,0.0
Gli studenti uscirono dalla classe.,La campanella era suonata.,La maestra aveva dato i compiti.,0,4.382648468017578,4.272911071777344,1.0
La donna sosteneva di aver visto un fantasma.,I suoi conoscenti espressero il loro scetticismo.,I suoi conoscenti le dimostrarono empatia.,0,3.5573155879974365,4.027359962463379,0.0
L'uomo perse il suo udito.,Era quasi affogato nell'oceano.,Era stato quasi ucciso da un'esplosione.,1,4.3534722328186035,4.027499198913574,1.0
Il bambino lasciò andare il filo del palloncino.,Il palloncino si sgonfiò.,Il palloncino si sollevò in aria.,1,3.4147255420684814,3.3588311672210693,1.0
L'uomo perse l'abilità di parlare.,Aveva avuto un infarto.,Aveva fatto un respiro profondo.,0,3.8032689094543457,3.8151230812072754,0.0
La donna inciampò sul marciapiede.,C'era una fessura nel cemento.,Sentì chiamare il proprio nome.,0,3.64658784866333,3.9675004482269287,0.0
L'uomo fece un tuffo a bomba in piscina.,Il bagnino si buttò dentro dopo di lui.,L'uomo infradiciò il bagnino.,1,3.66805100440979,3.6277542114257812,1.0
Presi degli antibiotici.,La mia infezione guarì.,La mia infezione si diffuse.,0,4.832332611083984,4.893024444580078,0.0
Il semaforo diventò giallo.,L'autista spinse il pedale del freno.,L'autista suonò il clacson.,0,3.591677188873291,3.617757558822632,0.0
Il contenitore di plastica si sciolse.,Immersi il contenitore nell'acqua fredda.,Misi il contenitore sui fornelli caldi.,1,3.9981744289398193,4.210768222808838,0.0
La macchina si era ammaccata.,Il guidatore aveva colpito un palo del telefono.,Il guidatore era passato col rosso.,0,3.845641613006592,4.379014492034912,0.0
Il ragazzo studiò tutta la notte.,Saltò l'esame.,Passò l'esame.,1,4.33966064453125,4.063589572906494,1.0
Il ragazzino si avvinghiò al bordo piscina.,Aveva paura di imparare a nuotare.,Il bagnino era in servizio.,0,3.758071184158325,4.1773858070373535,0.0
Misi la mano sul petto.,Sentii il battito del mio cuore.,La frequenza cardiaca accelerò.,0,4.583100318908691,4.913908958435059,0.0
L'edificio adiacente al mio ufficio era in costruzione.,Il mio ufficio era affollato.,Il mio ufficio era rumoroso.,1,3.4013452529907227,3.4609808921813965,0.0
La famiglia voleva conoscere i loro nuovi vicini.,La famiglia invitò i vicini a cena.,La famiglia salutò i vicini dal giardino.,0,3.562971353530884,3.710956573486328,0.0
Dell'acqua schizzò fuori dalla piscina.,La nuotatrice si era tuffata in piscina.,La nuotatrice galleggiava in piscina.,0,3.82295560836792,3.9070868492126465,0.0
Mangiai una fetta di anguria.,Ingoiai un seme accidentalmente.,Mi scheggiai un dente accidentalmente.,0,5.102585315704346,4.589383602142334,1.0
Il ragazzo inciampò.,La cerniera della sua giacca era aperta.,I lacci delle sue scarpe erano slegati.,1,4.016359806060791,4.140264511108398,0.0
La donna indossò le cuffie.,Era distratta dal rumore.,Si era fatta i buchi alle orecchie.,0,4.3994598388671875,3.986178159713745,1.0
Riempii la mia bottiglia d'acqua.,Avevo bevuto tutta l'acqua.,L'avevo tenuta in frigorifero.,0,3.7888975143432617,3.8595855236053467,0.0
Lo spettacolo televisivo fu censurato.,Conteneva del linguaggio volgare.,Aveva una trama complicata.,0,4.141692638397217,4.014395713806152,1.0
La nave naufragò.,L'equipaggio annegò.,L'equipaggio incontrò dei pirati.,0,4.118524074554443,3.984821319580078,1.0
Il ragazzo era perplesso circa l'indovinello.,Risolse l'indovinello.,Richiese un indizio.,1,3.874697685241699,4.354898452758789,0.0
Il telefono squillò.,L'uomo riattaccò il telefono.,L'uomo rispose al telefono.,1,3.936009168624878,3.9995391368865967,0.0
La donna mi stava fissando.,La abbracciai.,Mi sentii a disagio.,1,4.6303277015686035,4.482449531555176,1.0
Il gruppo se ne andò dal museo.,Avevano scattato foto della mostra.,Avevano visto tutte le opere.,1,4.374703884124756,4.383625507354736,0.0
L'uomo inizò a litigare con me.,Il mio amico mi presentò all'uomo.,Il mio amico mi difese.,1,3.802194118499756,4.035428047180176,0.0
La gomma della mia bici era a terra.,Pompai aria nella gomma.,Cambiai marcia.,0,4.635619163513184,4.812168121337891,0.0
La ragazza appariva pallida.,Suo padre le raccontò una storia.,Suo padre le sentì la fronte.,1,4.252492427825928,4.460726261138916,0.0
La penna aveva finito l'inchiostro.,Usai una matita.,Firmai con il mio nome.,0,4.303624629974365,4.170463562011719,1.0
All'uomo fu rifiutato un prestito.,Era indebitato.,Aveva avviato un'impresa.,0,4.557698726654053,4.27768611907959,1.0
La ragazze restò a casa da scuola.,Aveva la varicella.,Si divertiva ad imparare la matematica.,0,4.620267391204834,4.258230209350586,1.0
Il cestino dell'immondizia era pieno.,Lo buttai nel cassonetto.,Lo scaricai giù per il lavandino.,0,3.896127223968506,3.96113920211792,0.0
Passai l'aspirapolvere sul tappeto.,Il mio compagno di camera aveva rovesciato un cocktail.,Il mio cane aveva perso dei peli.,1,3.8785974979400635,4.001076698303223,0.0
L'uomo andò su tutte le furie.,Spense il computer.,Lanciò una sedia attraverso la stanza.,1,4.487130641937256,3.768603801727295,1.0
La ragazza lanciò un ramoscello nel falò.,Il ramoscello bruciò.,Il fuoco si estinse.,0,3.7604329586029053,3.8732967376708984,0.0
L'uomo uscì dalla doccia.,Era finita l'acqua calda.,Non trovava un asciugamano.,0,4.063396453857422,3.8780930042266846,1.0
I genitori volevano che i loro figli andassero all'università.,Misero da parte un fondo di risparmi per la retta.,Incoraggiarono i figli a giocare all'aperto.,0,3.4874165058135986,3.3818392753601074,1.0
L'uomo si slacciò le scarpe.,Le scarpe si allentarono.,Le scarpe si usurarono.,0,3.943627119064331,4.163777828216553,0.0
L'uomo mangiò metà del primo.,Refrigerò gli avanzi.,Memorizzò la ricetta.,0,4.348259925842285,4.486899375915527,0.0
La mia caviglia era gonfia.,Ci misi sopra del ghiaccio.,Ci strofinai sopra della lozione.,0,4.172145366668701,4.539731025695801,0.0
La porta del mio ufficio era aperta.,Parlai al collega alla mia scrivania.,Sentii per caso la conversazione nella sala.,1,3.8487043380737305,4.211131572723389,0.0
Dovevo aspettare in fila.,Mi misi a sedere.,Sfogliai una rivista.,1,4.733066082000732,4.551662921905518,1.0
L'uomo schiacciò la mosca.,La mosca ronzò via.,La mosca rimase immobile.,0,3.9099340438842773,3.835219383239746,1.0
L'uomo scrisse un testamento.,Stava morendo.,Era vedovo.,0,4.376715660095215,4.597092151641846,0.0
Il corridore avvertì che il rivale lo stava raggiungendo.,Abbandonò la gara.,Accelerò il ritmo.,1,3.9042093753814697,3.9653279781341553,0.0
Riflettei sul problema con cura.,Chiesi consiglio.,Intuii una soluzione.,1,5.1584906578063965,5.2392449378967285,0.0
Il viaggiatore camminò sul ponte sospeso traballante.,Si sentiva terrorizzato.,Si sentiva estatico.,0,4.453601360321045,4.481323719024658,0.0
L'uomo aveva previsto la vittoria della squadra.,Si incontrò con i suoi amici per guardare la partita.,Fece una scommessa con i suoi amici.,1,3.6811578273773193,3.8169562816619873,0.0
Il ragazzo non riusciva ad addormentarsi.,Puntò la sveglia.,Contò le pecore.,1,3.850400447845459,4.200047969818115,0.0
L'uomo aprì il rubinetto.,Il gabinetto si riempì d'acqua.,Dell'acqua fluì dal beccuccio.,1,3.5654826164245605,4.0873308181762695,0.0
La ragazza trovò un insetto nei cereali.,Versò il latte nella ciotola.,Perse l'appetito.,1,4.069204330444336,3.999248743057251,1.0
La donna andò in pensione.,Ricevette la sua pensione.,Ripagò il suo mutuo.,0,4.334444999694824,4.539424896240234,0.0
Volevo conservare le energie.,Spazzai a terra nella stanza vuota.,Spensi la luce nella stanza vuota.,1,4.73203706741333,4.559741973876953,1.0
La carne dell'hamburger si è abbrustolita.,Il cuoco lo ha congelato.,Il cuoco l'ha grigliato.,1,4.092950820922852,4.0395917892456055,1.0
Ho dubitato della parlantina del venditore.,Rifiutai la sua offerta.,Mi convinse a comprare il prodotto.,0,4.363085746765137,4.406566619873047,0.0
Ho deciso di stare a casa per la notte.,Il meteo annunciava tempesta.,I miei amici insistevano per uscire.,0,4.100760459899902,3.8547065258026123,1.0
I miei occhi diventarono rossi e gonfi.,Stavo singhiozzando.,Stavo ridendo.,0,3.76027512550354,4.050163269042969,0.0
La fiamma della candela si spense.,Soffiai sullo stoppino.,Misi un fiammifero sullo stoppino.,0,4.513247966766357,4.011246681213379,1.0
L'uomo bevve molto alla festa.,L'indomani aveva il mal di testa.,L'indomani aveva il naso che cola.,0,3.854426145553589,4.083397388458252,0.0
La palla da bowling buttò giù i birilli.,L'uomo fece rotolare la palla da bowling lungo la pista.,L'uomo si fece cadere la palla da bowling sul piede.,0,3.752431869506836,3.7752749919891357,0.0
La comunità apprese della morte dell'uomo.,La sua famiglia lo seppellì nel cimitero.,Il suo necrologio apparve sui giornali.,1,3.8515210151672363,3.776235818862915,1.0
Il mio computer si è guastato.,Ho installato nuovi altoparlanti.,Ho perso tutti i miei dati.,1,4.060792922973633,3.777675151824951,1.0
La donna si licenziò dal suo lavoro.,Aspirava ad ottenere un ruolo da amministratrice in azienda.,Credeva che i suoi superiori si comportassero in modo immorale.,1,3.77793025970459,3.55171275138855,1.0
La giocatrice prese la palla.,La sua compagna di squadra gliela lanciò.,La sua avversaria cercò di intercettarla.,0,4.078981399536133,3.628688335418701,1.0
Il giudice batté il martelletto.,L'aula scoppiò in tumulto.,La giuria annunciò il suo verdetto.,0,3.8528635501861572,3.9589569568634033,0.0
La donna scacciò i bambini dalla sua proprietà.,I bambini hanno lanciato una palla nel suo cortile.,I bambini hanno calpestato il suo giardino.,1,3.7963531017303467,3.689525604248047,1.0
I rapitori rilasciarono gli ostaggi.,Accettarono i soldi del riscatto.,Evasero di prigione.,0,4.384402751922607,4.635870456695557,0.0
Gli occhi del cuoco lacrimarono.,Aveva finito le cipolle.,Aveva tagliato una cipolla.,1,4.196325302124023,4.112436771392822,1.0
La donna passò il dito sotto l'acqua fredda.,Si era bruciata il dito nel tostapane.,Si era infilata un anello di diamanti al dito.,0,3.747385025024414,3.628506898880005,1.0
La studente fece un errore di ortografia.,L'insegnante l'ha corretta.,L'insegnante l'ha ignorata.,0,3.5832955837249756,3.8013832569122314,0.0
Riacquistai la calma dopo il mio impeto di rabbia.,Il mio cuore batteva forte.,Feci respiri profondi.,1,3.885996103286743,4.046439170837402,0.0
Ho messo le mani sotto il rubinetto corrente.,Il sapone si è sciacquato via dalle mie mani.,L'acqua mi è schizzata in faccia.,0,3.8573713302612305,3.879518508911133,0.0
L'uomo si vestì con il suo abito migliore.,Aveva fissato un appuntamento con un cliente importante.,Sua moglie gli aveva comprato una cravatta nuova.,0,3.3941383361816406,3.555253505706787,0.0
L'uomo confessò il suo amore per la donna.,La donna lo rifiutò.,La donna lo invidiò.,0,3.627901554107666,3.912249803543091,0.0
L'autista bucò una gomma.,Superò il limite di velocità.,Passò sopra un chiodo.,1,4.2187180519104,4.321424961090088,0.0
La mia visuale dello schermo al cinema era bloccata.,La coppia dietro di me stava bisbigliando.,Una persona alta era seduta davanti a me.,1,3.996293783187866,4.163937568664551,0.0
L'autista accese i fari della macchina.,Aveva sentito un tuono.,Il sole era tramontato.,1,4.196113586425781,4.294613361358643,0.0
La ragazza si rifiutò di mangiare le verdure.,Il padre le disse di bere il suo latte.,Il padre le confiscò il dolce.,1,3.6153171062469482,3.705111503601074,0.0
La donna si coprì la bocca con la mano.,Aveva espirato.,Aveva starnutito.,1,4.006009101867676,3.857243299484253,1.0
La segretaria mise l'interlocutore in attesa.,Al telefono dell'interlocutore cadde la linea.,L'interlocutore aspettò in linea.,1,3.862900495529175,3.8494155406951904,1.0
La donna camminava con le stampelle.,Si era depilata le gambe.,Si era rotta la gamba.,1,4.310671806335449,4.3228936195373535,0.0
Ho tossito.,Avevo inalato del fumo.,Avevo abbassato la voce.,0,4.9320969581604,5.129364490509033,0.0
L'orologio rintoccò.,Era lo scoccare dell'ora.,L'ora sembrava prolungarsi.,0,4.273348331451416,3.9896841049194336,1.0
Il cuoco sbatté l'uovo contro il bordo della ciotola.,L'uovo si incrinò.,L'uovo marcì.,0,3.548621416091919,3.8671071529388428,0.0
La polizia setacciò la macchina del criminale.,Stavano provando a strappargli una confessione.,Stavano cercando droga illegale.,1,3.6494648456573486,3.9975898265838623,0.0
La coppia viaggiò verso sud per l'inverno.,Erano in pensione.,Erano separati.,0,4.164165496826172,4.1494598388671875,1.0
L'uomo si sentiva costretto a partecipare all'evento.,Aveva rifiutato l'invito dell'amica ad andare.,Aveva promesso all'amica che sarebbe andato.,1,3.4145874977111816,3.380741834640503,1.0
La sposa è andata in panico prima del matrimonio.,Gli invitati al matrimonio le portarono dei regali.,Annullò il matrimonio.,1,3.8905982971191406,4.239891529083252,0.0
L'uomo era invecchiato.,I suoi capelli erano diventati grigi.,Aveva venduto i suoi averi.,0,3.674245595932007,3.903913736343384,0.0
Gli amici avevano deciso di condividere l'hamburger.,Tagliarono l'hamburger a metà.,Ordinarono le patatine con l'hamburger.,0,3.4268147945404053,3.4912972450256348,0.0
Ho svitato il tappo dalla bottiglia di soda.,La soda ha frizzato.,La soda è fuoriuscita.,0,4.357162952423096,4.166054725646973,1.0
La coppia di studenti venne scrutinata dall'insegnante.,Entrambi gli studenti ricevettero voti eccellenti.,Le loro risposte al compito erano identiche.,1,3.2726359367370605,3.5586836338043213,0.0
Lo studente era di fretta per arrivare a scuola in orario.,Si dimenticò i compiti a casa.,Portò il suo pranzo a scuola.,0,3.795421600341797,3.8530616760253906,0.0
Il giornalista ha scritto una biografia sulla vita del filantropo.,Il filantropo era stato difficile da intervistare per il giornalista.,Il giornalista era affascinato dal lavoro del filantropo.,1,3.1481430530548096,3.14538311958313,1.0
L'uomo aveva sfidato le autorità della chiesa.,Donò soldi alla chiesa.,Venne scomunicato dalla chiesa.,1,4.427308559417725,4.131558895111084,1.0
I capelli della donna le caddero sul volto.,Si è tirata indietro i capelli con un fermaglio.,Si è insaponata i capelli con lo shampoo.,0,3.8905301094055176,3.7969775199890137,1.0
L'anello mi si è incastrato al dito.,Il mio dito si era gonfiato.,Mi ero scheggiato un'unghia del dito.,0,3.58760404586792,3.8162264823913574,0.0
Ho tirato l'elastico.,È volato per la stanza.,Si è teso.,1,4.763497352600098,4.911992073059082,0.0
Ho premuto la mano nel cemento fresco.,L'impronta della mia mano si è asciugata nel cemento.,Sono emerse crepe nel cemento.,0,3.7510786056518555,4.904170036315918,0.0
La mia pelle si è riempita di sfoghi.,Ho strusciato contro l'edera velenosa nel mio cortile.,Ho sradicato l'edera velenosa dal mio cortile.,0,3.854010820388794,3.838620662689209,1.0
Il mio abbonamento alla rivista è scaduto.,Ho buttato via la nuova edizione.,Ho smesso di ricevere nuove edizioni.,1,3.8430933952331543,3.6450254917144775,1.0
L'investigatore svelò un'anomalia nel caso.,Finalizzò la sua teoria.,Scartò la sua teoria.,1,4.248538970947266,4.204644680023193,1.0
Il ragazzino ebbe uno scatto d'ira.,Il fratello aveva preso uno dei suoi giocattoli.,Aveva condiviso i suoi giocattoli con il fratello.,0,3.6867337226867676,3.631056070327759,1.0
Il bambino imparò a leggere.,Iniziò a frequentare la scuola.,Saltò un anno a scuola.,0,3.6191811561584473,4.208527565002441,0.0
Il ragazzo saltò la cena.,La madre aveva cucinato il suo piatto preferito.,Aveva mangiato molto a pranzo.,1,3.956820011138916,4.086248397827148,0.0
La donna ricoprì la sua amica di lusinghe.,Voleva chiederle un favore.,Era irritata dal piagnisteo dell'amica.,0,4.169252395629883,4.0149054527282715,1.0
La chiave era sparita dalla tasca dei miei pantaloni.,La tasca aveva un buco.,I pantaloni erano nuovi.,0,3.5911409854888916,3.6201224327087402,0.0
L'uomo svenne.,Si era fatto un pisolino.,Aveva corso una maratona.,1,4.584522724151611,4.541905879974365,1.0
L'uomo aveva perso la gara.,La competizione era stata sabotata.,Aveva intimidito i suoi avversari.,0,4.208652973175049,3.9941439628601074,1.0
La madre chiamò un ambulanza.,Il figlio aveva perso il gatto.,Il figlio ero caduto dal letto.,1,4.454835414886475,4.39900541305542,1.0
Il guidatore frenò bruscamente.,Un cervo era comparso sulla strada.,La radio dell'auto si era spenta.,0,4.297353744506836,4.1876912117004395,1.0
La serratura si aprì.,Avevo girato la chiave nella serratura.,Avevo fatto un duplicato della chiave.,0,3.928605318069458,4.217260837554932,0.0
Avevo indossato dei guanti di gomma.,Mi stavo preparando a lavarmi le mani.,Mi stavo preparando a lavare il bagno.,1,3.5966405868530273,3.7568705081939697,0.0
La specie animale è diventata a rischio di estinzione.,Il loro habitat era stato distrutto.,I loro predatori si erano estinti.,0,3.787407875061035,3.8022308349609375,0.0
L'uomo si accorse che la donna sembrava diversa.,La donna si era tagliata i capelli.,La donna indossava un braccialetto.,0,3.5150644779205322,3.59771990776062,0.0
La studentessa si era dimenticata di fare i compiti.,Inventò una scusa da raccontare al maestro.,Il maestro la promosse all'anno successivo.,0,3.5946156978607178,3.5830061435699463,1.0
Il cane abbaiò.,Il gatto poltriva sul divano.,Qualcuno bussò alla porta.,1,4.571298599243164,4.32721471786499,1.0
Furono annunciati dei piani per rimpiazzare un parco locale con un centro commerciale.,Gli ambientalisti lanciarono una petizione.,Gli ambientalisti produssero un documentario.,0,3.4691903591156006,3.550529718399048,0.0
La coppia era felice di vedersi.,Si baciarono.,Si riposarono.,0,4.241965293884277,4.410189628601074,0.0
La donna chiese all'uomo di andarsene.,Lui l'aveva insultata.,Lui l'aveva ringraziata.,0,3.898969888687134,3.798694610595703,1.0
Il ramo di un albero atterò nel fiume.,Il ramo seguì la corrente.,La corrente del fiume si intensificò.,0,3.994812488555908,3.8723556995391846,1.0
L'insegnante assegnò compiti a casa agli studenti.,Gli studenti si passarono gli appunti.,Gli studenti si lamentarono.,1,3.773148536682129,3.8240647315979004,0.0
La stagione passò da estate ad autunno.,Le persone evacuarono le loro case.,Le foglie caddero dagli alberi.,1,4.300739765167236,3.6915178298950195,1.0
Il politico fu condannato per frode.,Ha fatto una campagna per la rielezione.,Fu rimosso dall'incarico.,1,4.20296049118042,4.100523948669434,1.0
Spinsi il carro.,Gli oggetti nel carro caddero fuori.,Le ruote del carro girarono in avanti.,1,4.886473178863525,4.837208271026611,1.0
Il lobbista persuase la legislatura a sostenere il disegno di legge.,Il presidente pose il veto sul disegno di legge.,La legislatura approvò il disegno di legge.,1,3.337563991546631,3.1324663162231445,1.0
Il mio armadio era in disordine.,L'ho riorganizzato.,L'ho decorato.,0,3.882066488265991,4.173366069793701,0.0
Sono rimasta sveglia fino a tardi.,Ho avuto sogni vividi quella notte.,La mattina ero stanca.,1,3.9272854328155518,3.656235456466675,1.0
La tasca dell'uomo tintinnava quando camminava.,La tasca era piena di monete.,Lui aveva ricucito il buco nella sua tasca.,0,3.6811349391937256,4.001617908477783,0.0
Tutti nella classe si girarono a fissare lo studente.,Il telefono dello studente aveva squillato.,Lo studente stava prendendo appunti.,0,3.992823839187622,3.9350380897521973,1.0
Il cavallo sgroppò.,Una mosca l'aveva punto.,Il fantino aveva accarezzato il cavallo.,0,4.686380863189697,4.339971542358398,1.0
I ladri di gioielli vennero catturati.,La gioielleria rubata venne restituita ai proprietari.,Fu stimato il costo della gioielleria rubata.,0,3.5413129329681396,3.7322943210601807,0.0
